Segmented Element,POS
HAC,FW
、,PAUSECATEGORY
H3PO4,
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
E,FW
),PARENTHESISCATEGORY
純水,Na
設備,Na
再生,VH
廢水,Na
：,COLONCATEGORY
NaOH,FW
、,PAUSECATEGORY
HCl,FW
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
F,FW
),PARENTHESISCATEGORY
濕式,A
洗滌塔,Na
廢水,Na
：,COLONCATEGORY
洗滌,VC
廢氣,Na
所,D
含,VC
之,DE
污染質,Na
。,PERIODCATEGORY
7,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 晶,Na
 圓,Na
 ,FW
成 品,Na
 ,FW
 ,FW
 ,FW
晶,Na
 圓,Na
 ,FW
切,Na
 ,FW
割,VC
 ,FW
 ,FW
 晶,Na
 片,Na
 ,FW
粘,VC
 ,VC
著,VC
  ,Na
 連,Na
 ,Na
續,VC
 ,Na
打,VC
 ,FW
著,VC
 ,FW
 ,FW
 ,FW
封,Na
 ,FW
膠,Na
 ,FW
 ,FW
 ,FW
印,Na
 碼,Na
 ,Na
  去,Nb
 ,FW
筋 ,Na
打,VC
 彎,Na
 ,Na
  ,Nb
導,VC
 ,FW
線 ,Na
電 ,Na
鍍,VC
 ,FW
 ,FW
 ,FW
瀝 ,Na
錫 ,Na
  ,Na
清 ,Na
洗 ,Na
  成,Nb
 品,Na
 ,Na
測 ,Na
試,VC
  ,Na
 切,Na
割,VC
廢水,Na
 ,Na
  ,Na
：,FW
連續性,Na
排放,VC
廢水,Na
 ,Na
  ,Na
符號,Na
說明,Nb
：,FW
  ,Nb
包 ,Na
裝,VC
 ,FW
  ,Nb
電 ,Na
子 ,Na
產,VC
 品,Na
 ,FW
  ,Na
電鍍,VC
廢水,Na
 ,Na
  ,Na
清洗,VC
廢水,Na
 ,Na
  ,Na
圖 ,Na
6,Neu
  ,Na
IC,FW
 ,FW
晶片,Na
構裝,VC
製程,Na
中,Ncd
廢水,Na
污染物,Na
發生,Nv
源,Na
  ,Na
由於,Cbb
積,VH
電路,Na
製造業,Na
之,DE
製程,Na
須,D
依據,P
產品,Na
設計,VC
需求,Na
而,Cbb
決定,VE
，,COMMACATEGORY
故,Cbb
廢,VH
 ,FW
 ,FW
水,Na
水質,Na
水量,Na
隨,P
製程,Na
改變,VC
而,Cbb
有,V_2
相當,Dfa
大,VH
的,DE
變化,Na
，,COMMACATEGORY
又,D
由於,Cbb
積體,Na
電路,Na
產品,Na
之,DE
 ,Na
 ,FW
多元化,VHC
，,COMMACATEGORY
乃,Cbb
致,VL
廢水,Na
之,DE
水質,Na
水量,Na
經常,D
變動,VH
，,COMMACATEGORY
尤以,Cbb
電鍍,Na
程序,Na
之,DE
鍍,VC
液種,Na
類,VC
  ,Na
最,Dfa
明顯,VH
，,COMMACATEGORY
各,Nes
 ,FW
IC,FW
 構,Na
裝廠,Nc
之,DE
電鍍,Na
程序,Na
大不,Na
相同,VH
，,SHI
產生,VC
之,DE
重金,Na
屬,Na
及,Caa
氰化物,Na
 ,Na
 種,Na
類,VC
相差,Na
甚,Dfa
大,VH
，,SHI
其中,Nep
主要,A
使用,VC
程序,Na
為,VG
鍍錫鉛,Na
，,PERIODCATEGORY
而,Cbb
氰化物,Na
及,Caa
其他,Neqa
重金,Na
 ,Na
 ,Na
8,Neu
 ,FW
 ,FW
  ,Na
環保,Na
技術,Na
輔導,Nv
計畫,Na
  ,Na
  ,Na
  ,Na
屬,VG
之,DE
整體,Na
污染,Nv
則,D
較,Dfa
微量,Na
。,PERIODCATEGORY
大體,Na
來說,Na
，,COMMACATEGORY
半導體業,Na
廢水,Na
污染,Nv
特性,Na
可,D
由,P
 ,FW
IC,FW
 ,FW
 ,FW
製造廠,Nc
及,Caa
構裝,Na
製造,VC
作業,Na
之,DE
廢水種,Na
類,VC
來,VC
說明,Na
:,COLONCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
1,Neu
),PARENTHESISCATEGORY
IC,FW
 ,FW
製造廠,Nc
 ,FW
 ,FW
 lC,FW
 ,FW
製造廠,Nc
由於,Cbb
產品,Na
類型,Na
及,Caa
規格,Na
相當,VH
多樣化,VH
，,COMMACATEGORY
製程,Na
單元,Na
組合,VC
  ,Na
多,D
不,VJ
相同,VH
，,COMMACATEGORY
因此,Cbb
製程,Na
排出,VC
之,DE
廢水種,Na
類,VC
及,Caa
造成,VG
污染,Nv
之,DE
化學,Na
物質,Na
多,D
且,Caa
  ,Na
繁雜,VH
，,PERIODCATEGORY
而,Cbb
廢水,Na
絕大多數,Na
為,VG
超,VJ
純水,Na
清洗,Nv
晶片,Na
、,PAUSECATEGORY
去,VH
光阻,Na
及,Caa
蝕刻,
等,Cab
程序,Na
 ,FW
 ,FW
所,D
排出,VC
之,DE
廢水,Na
，,COMMACATEGORY
依照,P
廢水,Na
成份,Na
特性,Na
大致,D
上,Ng
可,D
區分為,VG
酸鹼,Na
廢水,Na
及,Caa
含,VC
 ,FW
 ,FW
氟,Na
廢水,Na
兩,Na
大類,Na
：,COLONCATEGORY
   ,Nb
A,FW
.,PERIODCATEGORY
酸鹼,Na
廢水,Na
 ,FW
：,COLONCATEGORY
含有,VJ
H2SO,FW
4,Neu
、,PAUSECATEGORY
HAC,FW
、,PAUSECATEGORY
HNO3,
、,PAUSECATEGORY
HF,FW
、,PAUSECATEGORY
H3PO4,
、,PAUSECATEGORY
NaOH,FW
 ,FW
、,PAUSECATEGORY
  NH4F,FW
、,PAUSECATEGORY
H2O2,FW
、,PAUSECATEGORY
NH4OH,FW
、,PAUSECATEGORY
HCl,FW
、,PAUSECATEGORY
二甲苯,Na
等,Cab
成份,Na
，,COMMACATEGORY
污染質,Na
為,VG
pH,FW
、,PAUSECATEGORY
 ,FW
 ,FW
COD,FW
、,PAUSECATEGORY
SS,FW
及,Caa
微量,Na
F-,FW
。,PERIODCATEGORY
 ,FW
 ,FW
 B,FW
.,PERIODCATEGORY
含氟,Na
廢水,Na
：,FW
含,VC
高濃度,Na
HF,FW
，,COMMACATEGORY
污染質,Na
為,VG
pH,FW
、,PAUSECATEGORY
COD,FW
、,PAUSECATEGORY
F-,FW
。,PERIODCATEGORY
   ,ORG
(,PARENTHESISCATEGORY
2,Neu
),PARENTHESISCATEGORY
 IC 構裝廠,ORG
   IC,ORG
 構裝廠,Nc
主要,D
污染源,Na
為,VG
電鍍,Nv
程序,Na
產生,VHC
的,DE
廢液,Na
及,Caa
廢棄水,Na
洗,VC
 ,Na
 水,Na
。,PERIODCATEGORY
其,Nep
電鍍,Nv
程序,Na
依,P
產品,Na
差異,VH
而,Cbb
有,V_2
不同,VH
，,COMMACATEGORY
包括,VK
鍍錫鉛,Na
、,PAUSECATEGORY
鍍,VC
鎳,Na
、,PAUSECATEGORY
鍍,VC
銀,Na
 ,FW
 ,FW
等,Cab
。,PERIODCATEGORY
綜合,A
其,Nep
廢水種,Na
類,Na
可,D
依,P
污染性,Na
及,Caa
廢水,Na
來源,Na
區分為,VG
研磨,VC
廢水,Na
、,PAUSECATEGORY
脫,VC
 ,FW
 脂,Na
廢水,Na
、,PAUSECATEGORY
酸鹼,Na
廢水,Na
、,PAUSECATEGORY
氰化物,Na
廢水,Na
、,PAUSECATEGORY
重金屬,Na
廢水,Na
等,Cab
五類,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
A,FW
),PARENTHESISCATEGORY
研磨,Nv
廢水,Na
：,FW
含,VJ
矽,Na
晶粉,Na
末,Ng
．,FW
污染質,Na
為,VG
 ,Na
SS,Na
。,PERIODCATEGORY
 ,FW
  ,Na
(,PARENTHESISCATEGORY
B,FW
),PARENTHESISCATEGORY
脫脂,Na
廢水,Na
：,PERIODCATEGORY
電鍍,Na
前,Ng
處理,Na
程序,Na
產出,VC
，,SHI
含,VJ
 ,FW
SS,Na
、,PAUSECATEGORY
油脂,Na
、,PAUSECATEGORY
COD,FW
 ,FW
以及,Caa
 ,FW
 ,FW
鰲合劑,Na
。,PERIODCATEGORY
(,PARENTHESISCATEGORY
C,FW
),PARENTHESISCATEGORY
酸鹼,Na
廢水,Na
：,COLONCATEGORY
電鍍,Na
前,Ng
處理,Nv
程序,Na
產出,VC
，,COMMACATEGORY
含,VC
H2SO4,FW
、,PAUSECATEGORY
HCl,FW
、,PAUSECATEGORY
NaOH,FW
等,Cab
，,COMMACATEGORY
 ,FW
 ,FW
污染質,Na
為,VG
pH,FW
、,PAUSECATEGORY
COD,FW
、,PAUSECATEGORY
SS,FW
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
D,FW
),PARENTHESISCATEGORY
氰化物,Na
廢水,Na
：,FW
污染質,Na
為,VG
CN-,FW
、,PAUSECATEGORY
pH,FW
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
9,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
     ,ORG
(,PARENTHESISCATEGORY
E,FW
),PARENTHESISCATEGORY
重金屬,Na
廢水,Na
：,FW
電鍍,Na
程序,Na
產出,VC
，,SHI
包括,VJ
底材,Na
溶出,VC
、,PAUSECATEGORY
鍍液,Na
帶出,VC
，,SHI
而,Cbb
  ,Na
溶入水,Na
洗水,VA
，,SHI
污染質,Na
包括,VJ
 ,FW
pH,FW
、,PAUSECATEGORY
Zn,FW
、,PAUSECATEGORY
Pb,FW
 ,FW
等,Cab
重金屬,Na
。,PERIODCATEGORY
2,Neu
.,PERIODCATEGORY
廢氣,Na
污染,Nv
來源,Na
與,Caa
污染,Nv
特性,Na
 ,FW
 ,FW
 ,FW
半導體,Na
製造,VC
不管,Na
在,P
矽,Na
晶圓,Na
、,PAUSECATEGORY
積體,Na
電路,Na
製造,VC
，,COMMACATEGORY
或是,Caa
 ,FW
IC,FW
 ,FW
晶片,Na
構裝,Na
，,COMMACATEGORY
其,Nep
 ,FW
 ,FW
生產,Nv
製程,Na
相當,Dfa
繁雜,VH
，,COMMACATEGORY
製程,Na
中,Ng
所,D
使用,VC
之,DE
化學,Na
物質,Na
種類,Na
亦,D
相當,Dfa
多,VH
，,COMMACATEGORY
而,Cbb
這些,Neqa
  ,Na
化學,Na
物質,Na
或,Caa
溶劑,Na
的,DE
使用,Nv
是,SHI
為,VG
半導體,Na
生產,VC
之,DE
主要,A
空氣,Na
污染源,Na
，,SHI
也,D
因此,Cbb
使,VL
  ,Na
得,DE
半導體,Na
製造,VC
空氣,Na
污染,Na
呈現,VJ
量,Na
少,VH
但,Cbb
種類,Na
繁多,VH
的,DE
特性,Na
。,PERIODCATEGORY
晶圓,Na
及,Caa
積體,Na
電路,Na
製造,VC
過程,Na
中,Ng
幾乎,Da
每,Nes
個,Nf
步驟,Na
皆,D
分別,D
使用,VC
各式各樣,A
的,DE
 ,FW
 ,FW
酸鹼,Na
物質,Na
、,PAUSECATEGORY
有機,A
溶劑,Na
及,Caa
毒性,Na
氣體,Na
，,COMMACATEGORY
而,Cbb
各,Nes
種,Nf
物質,Na
經過,VCL
反應,Na
後,Ng
又,D
成,VG
種,Nf
類,VC
頗,Dfa
 ,VC
 ,FW
為,VG
複雜,VH
之,DE
產物,Na
，,COMMACATEGORY
各,Nes
製程,Na
使用,VC
的,DE
化學,Na
物質,Na
亦,D
不,D
相同,VH
，,COMMACATEGORY
故,Cbb
所有,Neqa
製程,Na
幾乎,Da
都,VC
  ,Na
可能,D
是,SHI
空氣,Na
污染源,Na
，,SHI
且,Cbb
皆,D
為,VG
連續,VH
排放,VC
。,PERIODCATEGORY
圖,Na
 ,FW
7,Neu
 ,FW
中,Ncd
說明,Nb
晶圓,Na
及,Caa
積體,Na
電路,Na
製,VC
 ,Na
 程,Na
中,Ng
可能,VH
之,DE
污染源,Na
及,Caa
其,Nep
排放,VC
之,DE
污染物,Na
。,PERIODCATEGORY
依,P
污染物,Na
特性,Na
予以,D
歸類,VB
，,COMMACATEGORY
可,D
將,P
 ,FW
 ,FW
晶圓,Na
及,Caa
積體,Na
電路,Na
製程,Na
空氣,Na
污染,Nv
區分為,VG
下列,Na
三,Neu
處,Nf
：,COLONCATEGORY
 ,FW
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
1,Neu
),PARENTHESISCATEGORY
氧化,Na
擴散,Nv
及,Caa
化學,Na
蒸,VC
著,Di
沉積,VH
製程,Na
中,Ng
所,D
使用,VC
具有,VJ
毒性,Na
、,PAUSECATEGORY
可,D
燃性,Na
之,DE
氣體,Na
以,P
  ,Na
及,Caa
反應,Na
後,Ng
所,D
生成,VH
之,DE
氣體,Na
。,PERIODCATEGORY
 ,FW
  ,Nb
 ,FW
(,PARENTHESISCATEGORY
2,Neu
),PARENTHESISCATEGORY
蝕刻,
及,Caa
清洗,Nv
製程,Na
中,Ng
所,D
產生,VHC
之,DE
酸鹼,Na
氣體,Na
。,PERIODCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
3,Neu
),PARENTHESISCATEGORY
黃光室,Nc
製程,Na
中,Ng
所,D
產生,VHC
之,DE
有機,A
溶劑,Na
氣體,Na
。,PERIODCATEGORY
至於,P
晶圓,Na
切,Na
割成,VG
晶片,Na
，,COMMACATEGORY
再,D
經過,VCL
一,Neu
連,VC
串,FW
之,DE
構裝,Na
作業,Na
後,Ng
，,COMMACATEGORY
可能,D
之,DE
空氣,Na
 ,FW
 ,FW
污染源,Na
包括,VK
：,COLONCATEGORY
電鍍區,Nc
產生,VHC
之,DE
酸鹼,Na
廢氣,Na
、,PAUSECATEGORY
浸錫區,Nc
產生,VHC
之,DE
錫,Na
燻煙,VA
，,COMMACATEGORY
以及,Caa
清 ,Na
 ,FW
洗,VC
過程,Na
產生,VHC
之,DE
酸氣,Na
與,Caa
有機,A
溶劑,Na
蒸氣,Na
等,Cab
三,Neu
大,VH
類,Na
，,COMMACATEGORY
圖,Na
 ,FW
8,Neu
 ,FW
中,Ng
標示,VC
 ,FW
IC,FW
 ,FW
晶片,Na
構裝,Na
  ,Na
作業,Nv
程序,Na
可能,D
產生,VHC
之,DE
空氣,Na
污染源,Na
及,Caa
其,Nep
排放,VC
之,DE
污染物,Na
。,PERIODCATEGORY
10,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
晶圓,Na
初成品,Na
 ,FW
 ,FW
氯,Na
 化,VHC
 ,FW
爐,FW
 ,FW
 ,FW
第一,Neu
層,Nf
光罩,Na
 ,FW
 ,FW
擴,VC
 ,FW
散,VH
 ,FW
爐,FW
 ,FW
 ,FW
第二,Neu
層,Nf
光罩,Na
 ,FW
 ,FW
氧 ,Na
化,VH
 ,FW
爐,FW
 ,FW
 ,FW
第三,Neu
層,Nf
光罩,Na
 ,FW
 ,FW
電,Na
 鍍,Na
 ,FW
機,Na
 ,FW
 ,FW
第四,Neu
層,Nf
光罩,Na
 ,FW
 晶,Na
 圓,Na
 ,FW
成,VG
 品,Na
 ,FW
 ,FW
(,PARENTHESISCATEGORY
初步,A
氧化,Na
),PARENTHESISCATEGORY
  ,Na
 ,Na
(,PARENTHESISCATEGORY
P,FW
 區,Nc
光阻,Na
、,PAUSECATEGORY
蝕 刻,Na
、,PAUSECATEGORY
清洗,Na
),PARENTHESISCATEGORY
 ,FW
  ,Na
(,PARENTHESISCATEGORY
擴散,VH
、,PAUSECATEGORY
離子,Na
植,VC
 入,Na
),PARENTHESISCATEGORY
 ,Na
  ,Na
(,PARENTHESISCATEGORY
閘區,Nc
及,Caa
接點區,Nc
 ,FW
光阻,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
 ,FW
清洗,VC
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
接線,Na
光阻,Na
、,PAUSECATEGORY
蝕 刻,Na
、,PAUSECATEGORY
清洗,VC
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
金屬,Na
覆蓋,Nv
、,PAUSECATEGORY
 ,FW
CVD,FW
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
(,PARENTHESISCATEGORY
接點區,Nc
光阻,Na
、,PAUSECATEGORY
蝕,VC
 刻,Na
、,PAUSECATEGORY
清洗,VC
(,PARENTHESISCATEGORY
閘區,Nc
氧化,Na
),PARENTHESISCATEGORY
 ,FW
 ,FW
 ,FW
毒性,Na
氣體,Na
 ,FW
 ,FW
酸鹼,Na
廢氣,Na
 ,FW
 ,FW
 ,FW
酸鹼,Na
廢氣,Na
 ,FW
 VOCs,FW
 ,FW
 ,FW
 ,FW
：,COLONCATEGORY
連續性,Na
排放,VC
廢氣,Na
 ,FW
 ,FW
：,COLONCATEGORY
定期性,Na
排放,VC
廢氣,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 VOCs,FW
：,COLONCATEGORY
揮發性,Na
有機物質,
定期性,Na
排放,VC
廢氣,Na
：,FW
反應,Na
爐,FW
(,PARENTHESISCATEGORY
氧化,VHC
爐,FW
、,PAUSECATEGORY
 ,FW
擴散,VC
爐,FW
),PARENTHESISCATEGORY
之,DE
清洗,VC
 ,FW
 ,FW
 ,FW
符號,Na
說明,Nb
：,COLONCATEGORY
 ,FW
 ,FW
毒性,Na
氣體,Na
 ,FW
 ,FW
酸鹼,Na
廢氣,Na
 ,FW
  ,Na
酸鹼,Na
廢氣,Na
 ,FW
 ,FW
VOCs,FW
 ,FW
 ,FW
 ,FW
酸鹼,Na
廢氣,Na
 ,FW
 ,FW
VOCs,FW
 ,FW
  ,Na
酸鹼,Na
廢氣,Na
 ,FW
 ,FW
VOCs,FW
 ,FW
 ,FW
 毒,Na
性氣體,Na
 ,FW
 ,FW
酸鹼,Na
廢氣,Na
  ,Na
 毒,Na
性氣體,Na
 ,FW
  圖,Nb
 ,FW
7,Neu
  ,Na
晶圓,Na
及,Caa
積體,Na
電路,Na
製程,Na
中,Ng
空氣,Na
污染物,Na
生源,Na
 ,FW
 ,FW
11,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 晶,Na
 圓,Na
 ,FW
成,VC
 品,Na
 ,FW
 ,FW
 晶,Na
 圓,Na
 ,FW
切,Na
 ,FW
割,VC
 ,FW
  ,Na
晶,Na
 片,Na
 ,FW
粘,VC
 ,FW
著,VC
  ,Na
 ,FW
連,VC
 續,Na
 ,Na
打,VC
 ,FW
著,Di
 ,FW
 ,FW
 封,Na
 膠,Na
 ,FW
  ,Na
印,Na
 碼,Na
  ,Na
 去,Nb
 ,FW
筋 ,Na
打,VC
 ,FW
彎,VH
 ,Na
  ,Nb
導,VC
 ,FW
線 ,Na
電 ,Na
鍍,VC
 ,FW
  ,Na
瀝 ,Na
錫 ,Na
  ,Na
清 ,Na
洗 ,Na
  ,Na
成 ,Na
品 ,Na
測,VC
 ,FW
試,VC
 ,FW
  ,Na
酸鹼,Na
廢氣,Na
 ,Na
  ,Na
：,FW
連續性,Na
排放,VC
廢氣,Na
 ,Na
 VOCs,FW
：,FW
揮發性,Na
有機物質,
符號,Na
說明,VH
：,COLONCATEGORY
  ,Nb
包,Na
 ,Na
裝,VC
 ,FW
 ,FW
 ,FW
電,Na
 子,Na
 ,FW
產,VC
 ,FW
品,Na
 ,FW
 ,FW
 ,FW
錫煙,Na
 ,FW
 ,FW
 ,FW
酸氣,Na
、,PAUSECATEGORY
VOCs,FW
 ,FW
 ,FW
圖,Na
 ,FW
8  ,Nb
IC,FW
 ,FW
晶片,Na
構裝,Na
程中,A
空氣,Na
污染物,Na
發生,Nv
源,Na
 ,FW
 ,FW
12,Neu
 ,FW
 ,FW
 ,FW
 ,FW
環保,Na
技術,Na
輔導,Nv
計畫,Na
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
 ,FW
積體,Na
電路,Na
製造,VC
隨著,P
其,Nep
製程,Na
使用,VC
不同,VH
的,DE
化學,Na
物質,Na
，,COMMACATEGORY
所,D
產生,VHC
的,DE
空氣污,Na
 ,FW
 染,Na
物種,Na
類,Na
與,Caa
特性,Na
亦,D
不,VJ
相同,VH
，,COMMACATEGORY
可,D
歸納為,VG
酸鹼,Na
廢氣,Na
、,PAUSECATEGORY
有機,A
溶劑,Na
逸,FW
散蒸氣,Na
、,PAUSECATEGORY
  ,Na
特殊,VH
毒性,Na
及,Caa
燃燒,Nv
性氣體,Na
，,SHI
表,Na
 ,Ncd
1,Neu
 ,Na
為,P
 ,Na
IC,FW
 ,FW
製造所,Nc
產生,VHC
之,DE
空氣,Na
污染,Na
物種,Na
類,VC
與,Caa
成 ,Na
 份,Na
。,PERIODCATEGORY
表,Na
-,DASHCATEGORY
1,Neu
 ,FW
半導體,Na
製造業,Na
廢氣,Na
污染,Nv
特性,Na
 ,FW
 ,FW
廢氣,Na
種,VC
類,VC
 ,FW
 ,FW
污染物,Na
成份,Na
 ,FW
 ,FW
污染源,Na
 ,FW
 ,FW
 ,FW
酸鹼,Na
廢氣,Na
 ,FW
 ,FW
 ,FW
酸氣,Na
：,COLONCATEGORY
HF,FW
、,PAUSECATEGORY
HCl,FW
、,PAUSECATEGORY
HNO3,
、,PAUSECATEGORY
H2SO,FW
4,Neu
、,PAUSECATEGORY
CH3COOH,FW
、,PAUSECATEGORY
H3PO4,
、,PAUSECATEGORY
H2Cr2O,FW
7,Neu
 ,FW
 ,FW
 ,FW
鹼氣,Na
：,COLONCATEGORY
NH,FW
3,Neu
、,PAUSECATEGORY
NaOH,FW
 ,FW
 ,FW
 ,FW
氧化,Na
、,PAUSECATEGORY
光罩,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
 ,FW
反應,Na
爐,FW
（,PARENTHESISCATEGORY
氧化,VH
爐,FW
、,PAUSECATEGORY
擴 ,Na
散爐,Na
）,PARENTHESISCATEGORY
之,DE
清洗,Nv
、,PAUSECATEGORY
CVD,FW
 ,FW
 ,FW
有機,A
溶劑,Na
廢,VH
 ,FW
氣 ,Na
 ,FW
 ,FW
二氯,Na
甲烷,Na
（,PARENTHESISCATEGORY
CH2Cl,FW
2,Neu
）,PARENTHESISCATEGORY
、,PAUSECATEGORY
氯仿,Nb
（,PARENTHESISCATEGORY
CHCl,FW
3,Neu
）,PARENTHESISCATEGORY
、,PAUSECATEGORY
丁酮,Na
、,PAUSECATEGORY
甲 苯,Na
、,PAUSECATEGORY
乙本,Na
、,PAUSECATEGORY
丙酮,Na
、,PAUSECATEGORY
苯,Na
、,PAUSECATEGORY
二甲苯,Na
、,PAUSECATEGORY
4,Neu
-,DASHCATEGORY
甲基,Na
-,DASHCATEGORY
2,Neu
 戊酮,Na
（,PARENTHESISCATEGORY
CH,FW
3,Neu
）,PARENTHESISCATEGORY
 ,FW
 ,FW
2CHCH2COCH,FW
3,Neu
】,PARENTHESISCATEGORY
、,PAUSECATEGORY
乙酸丁酯,Na
、,PAUSECATEGORY
三氯,Na
乙烷,Na
、,PAUSECATEGORY
異,Na
丙醇,Na
、,PAUSECATEGORY
 ,FW
四甲基胺,Na
、,PAUSECATEGORY
氯醛,Na
、,PAUSECATEGORY
四氯,Na
乙烯,Na
、,PAUSECATEGORY
乙基苯,Na
、,PAUSECATEGORY
亞甲基,Na
二 ,Na
氨,Na
、,PAUSECATEGORY
丁,Na
基苯,Na
、,PAUSECATEGORY
Trans-Dichoroethene,FW
 ,FW
 ,FW
 ,FW
光阻液,Na
清洗,Nv
、,PAUSECATEGORY
顯像,Na
液 ,Na
清除,VH
、,PAUSECATEGORY
蝕刻,
液,Na
清除,VC
、,PAUSECATEGORY
 ,FW
晶圓,Na
清洗,VC
 ,FW
 ,FW
 ,FW
毒性,Na
氣體,Na
 ,FW
  AsH3,ORG
、,PAUSECATEGORY
PH,FW
3,Neu
、,PAUSECATEGORY
SiH,FW
4,Neu
 ,FW
、,PAUSECATEGORY
BB2H,FW
6,Neu
 ,FW
、,PAUSECATEGORY
B4  B H10,ORG
、,PAUSECATEGORY
 ,FW
P2O,FW
5,Neu
、,PAUSECATEGORY
 ,FW
SiF,FW
4,Neu
、,PAUSECATEGORY
 CC14,ORG
、,PAUSECATEGORY
HBr,FW
 ,FW
、,PAUSECATEGORY
BF,FW
3,Neu
、,PAUSECATEGORY
 A1C13,ORG
、,PAUSECATEGORY
 ,FW
B2O,FW
5,Neu
、,PAUSECATEGORY
 As2O3,ORG
、,PAUSECATEGORY
 B,FW
l3,FW
 ,FW
、,PAUSECATEGORY
POC,FW
13,Neu
、,PAUSECATEGORY
Cl2,FW
、,PAUSECATEGORY
HCN,FW
、,PAUSECATEGORY
SiH2Cl2,FW
 ,FW
 ,FW
氧化,VHC
、,PAUSECATEGORY
光罩,Na
、,PAUSECATEGORY
蝕刻,
、,PAUSECATEGORY
 ,FW
擴散,VH
、,PAUSECATEGORY
CVD,FW
、,PAUSECATEGORY
離子,Na
植,VC
 入,VC
 ,FW
 ,FW
 ,FW
燃燒,VC
氣體,Na
 ,FW
 ,FW
SiH,FW
4,Neu
、,PAUSECATEGORY
AsH,FW
3,Neu
、,PAUSECATEGORY
PH,FW
3,Neu
、,PAUSECATEGORY
BF,FW
3,Neu
、,PAUSECATEGORY
H2,FW
、,PAUSECATEGORY
SiH2Cl2,FW
 ,FW
 ,FW
離子,Na
植入,VC
、,PAUSECATEGORY
CVD,FW
、,PAUSECATEGORY
擴 ,Na
散 ,Na
 ,FW
 ,FW
至於,P
 ,FW
IC,FW
 ,FW
晶片,Na
構裝,Na
製造業,Na
產生,VHC
之,DE
污染物,Na
計有,VJ
電鍍區,Nc
產生,VHC
之,DE
酸鹼,Na
廢,VH
  氣,Na
、,PAUSECATEGORY
浸錫區,Nc
產生,VHC
的,DE
錫煙氣,Na
及,Caa
清洗,Nv
過程,Na
產生,VHC
之,DE
酸氣,Na
、,PAUSECATEGORY
有機溶劑,Na
逸,FW
散蒸氣,Na
。,PERIODCATEGORY
 ,Ncd
 ,Ncd
採用,VC
之,DE
酸液,Na
主要,D
為,VG
硝酸,Na
、,PAUSECATEGORY
硫,Na
酸,Na
，,PERIODCATEGORY
有機,A
溶劑,Na
為,VG
三氯,Na
乙烷,Na
及,Caa
丙酮,Na
。,PERIODCATEGORY
四,Neu
、,PAUSECATEGORY
廠,Nc
內,Ncd
管理,Na
與,Caa
製程,Na
減廢,VH
 ,FW
 ,FW
 ,FW
減廢,VH
目的,Na
在於,VK
有效,VH
率,Na
地,DE
使用,VC
製程物,Na
料,VC
，,COMMACATEGORY
減少,VHC
污染物,Na
的,DE
排出,Nv
，,COMMACATEGORY
達到,VJ
降,VC
 ,FW
 ,FW
低,VH
生產,Nv
成本,Na
及,Caa
節省,Na
污染,Nv
防治,Nv
費用,Na
的,DE
雙重,A
目標,Na
。,PERIODCATEGORY
以往,Nd
業者,Na
在,P
解決,VC
污染,Nv
問題,Na
 ,FW
 ,FW
時,Ng
，,COMMACATEGORY
較,P
著重於,VJ
如何,D
將,P
污染物,Na
處理,Na
至,Caa
符合,VJ
環保法,Na
令,Na
標準,Na
，,COMMACATEGORY
僅,Da
是,SHI
一,Neu
種,Nf
只,Da
求,VC
免,VJ
 ,FW
 ,FW
於,P
遭到,VJ
環保,Na
單位,Na
取締,VC
的,DE
處理,Na
方式,Na
，,COMMACATEGORY
若,FW
能,D
積極,VH
從,P
廠,Nc
內,Ncd
管理,VA
及,Caa
製程,Na
減廢,VH
中,Ng
