Entity,EntityIndex,Relation,RelationIndex
"['表面', '技術', '電子零件', '', '銲', '基板上', '零件與基板間電路']","[1, 4, 8, 10, 12, 16, 24]","['黏', '快速', '維持', '通暢']","[2, 9, 18, 25]"
['引腳'],[2],"['為', '插入型']","[1, 3]"
"['表面', '型']","[3, 6]","['為', '黏']","[2, 4]"
"['技術', '）']","[3, 6]",['（'],[4]
"['表面', '技術', '一方便', '', '技術']","[1, 4, 8, 10, 12]","['黏', '為', '快速']","[2, 5, 9]"
"['表面', '技術', '電子零件', '', '銲', '基板上', '零件與基板間電路']","[1, 4, 8, 10, 12, 16, 24]","['黏', '快速', '維持', '通暢']","[2, 9, 18, 25]"
"['外觀及', '應用', '圖 ', '型態封裝', '常見應用', '  Single In-Line    Power Transistor Package（SIP）   Dual In-Line Package SRAM', 'RAM', ' SRAM', '：（一）', '引腳', '兩']","[4, 6, 9, 13, 16, 20, 64, 66, 88, 93, 98]","['見', '相關', '請', '見下', ' DIP（Dual In-Line Package']","[1, 5, 7, 8, 89]"
"['插件方式', '', '電路板結合']","[4, 7, 10]","['利用', '讓']","[2, 5]"
"['另一種', '表面', '技術的封裝方式']","[3, 6, 12]","['有別於', '適用', '黏']","[0, 4, 7]"
"['系列型態', '', '', '', '']","[2, 7, 12, 17, 22]","['包括', '有']","[3, 4]"
"['它的腳數', '前兩者', '']","[3, 7, 9]","['來', '多', '些']","[8, 11, 12]"
"['產品', '', '', '']","[5, 8, 11, 13]","['包括', '有']","[3, 9]"
"['%36', '0%', '%13', '  SO52', '61.3%', '%24', '   LCC6', '21.8%', '%7.1', '20%', '%0', '0%', '%3', '  QFP5', '0%', '3.6%', '%   BGA', '%0', '%0.3', '0.37%', '100%', '%100', '100%', '半導體', '製程測試', '是於', '封裝後測試', '完成', '電性']","[3, 6, 9, 12, 15, 20, 23, 26, 29, 32, 36, 39, 42, 45, 48, 52, 55, 58, 61, 64, 69, 72, 75, 78, 81, 85, 89, 92, 95]",[],[]
"['測試的機台', '產品', '測試項目', '測試程式', '外觀檢驗的項目']","[3, 6, 10, 16, 22]","['不同', '載入', '不同', '繁多']","[7, 12, 13, 23]"
['封裝型態'],[5],"['不同', '有所', '不同']","[2, 7, 8]"
"['表面', '技術的發展']","[2, 7]",['黏'],[3]
"['其流程', '下面幾道作業', '）', '備', '', '是', '上線', '']","[1, 6, 10, 12, 17, 19, 23, 25]","['包括', '料', '上線', '預備', '待', '測品']","[2, 13, 14, 21, 26, 27]"
[],[],"['來', '說']","[1, 2]"
"['機會', '其每顆', '測品的電性測試結果', '此', '產品', '', '；', '內有', '裝置']","[1, 5, 11, 17, 19, 23, 25, 30, 32]","['分類', '作', '分', '類', '即', '分', '類機', '升溫']","[0, 13, 14, 15, 18, 20, 28, 31]"
"['多台分類機', '測試程式同時', '測品的測試']","[3, 9, 15]","['有', '不同', '進行', '不同', '批待']","[0, 5, 10, 11, 12]"
"['記憶體', '產品', '', '產品', '', '邏輯', '產品', '', '輯類產品', '', '接腳器']","[4, 6, 8, 15, 17, 21, 23, 25, 33, 35, 38]","['類', '輯', '類', '類']","[5, 13, 14, 22]"
"['這', '客戶', '測品']","[0, 5, 8]","['不同', '不同', '待', '有所', '不同']","[3, 6, 7, 10, 11]"
"['其目', '測品一個高溫', '電壓', '電流的環境']","[1, 9, 12, 16]","['在於', '提供', '高', '高']","[2, 3, 10, 13]"
"['後', '個小時內']","[2, 8]",[],[]
"['工程師、生管人員與客戶', '後', '決策']","[6, 8, 11]","['等待', '協調', '作']","[0, 7, 10]"
"['內容', '', '歪斜度', '', '.']","[0, 3, 6, 8, 11]","['包括', '度']","[1, 10]"
"['這部份作業', '雷射', '方式']","[2, 6, 9]","['利用', '掃描', '來', '進行']","[5, 7, 10, 11]"
"['些利用人力', '檢驗']","[4, 7]","['有', '來', '作']","[2, 5, 6]"
"['人工', '抽驗']","[3, 7]","['利用', '進行', '檢腳']","[2, 4, 5]"
"['產品', '中']","[0, 5]","['進', '烘烤', '進行', '烘烤']","[2, 3, 6, 7]"
"['產品', '客戶手中之前']","[1, 8]","['使', '送']","[0, 3]"
"['測試廠', '', '服務']","[0, 4, 9]","['提供', '所謂']","[2, 3]"
"['此類物質特性', '導體', '絕緣體', '導電', '導電']","[3, 6, 8, 11, 15]","['為', '絕對', '絕對']","[9, 10, 13]"
"['中間', '金屬', '紅色區塊', '閘極', '', '閘極下方', '氧化物', '黃色區塊', '', '半導體']","[0, 3, 6, 10, 14, 17, 21, 24, 26, 30]","['為', '製成', '位於', '薄', '下方', '為']","[2, 8, 15, 19, 28, 29]"
"['金屬導線', '這數十億個電晶體的源極', '閘極']","[1, 9, 12]","['汲極', '進行', '連結']","[10, 13, 14]"
"['電子訊號', '中']","[2, 5]","['使', '流通', '進行', '運算']","[0, 6, 7, 8]"
"['', '差別', '後者的源極', '體板狀結構']","[1, 4, 8, 16]","['為', '汲', '加高', '成立']","[5, 10, 12, 13]"
"['各式的電路圖', '晶片', '功能']","[3, 5, 9]","['成就', '具備']","[4, 6]"
"['工程師', '晶片', '功能、各個功能', '晶片的位置', '', '電子元件']","[0, 2, 10, 16, 19, 22]","['規劃', '具備', '分布', '需', '相關']","[1, 4, 11, 18, 20]"
"['後的晶圓', '最後的切割、測試、封裝', '程序後', '動態記憶體、靜態記憶體', '處理器', '各式晶片']","[3, 11, 14, 21, 23, 28]","['完成', '進行', '成為', '微']","[0, 4, 15, 22]"
"['頸部的直徑', '大小']","[3, 10]","['使', '增加', '需']","[0, 5, 8]"
"['拉速與溫度變化的調整', '矽晶柱直徑']","[6, 11]","['利用', '維持', '固定']","[0, 7, 8]"
"['坩鍋', '上升', '液面高度']","[1, 5, 11]","['不斷', '來', '維持', '固定']","[3, 6, 7, 8]"
"['晶棒', '階段的拉速']","[2, 6]","['成長', '降低']","[3, 10]"
"['矽晶柱直徑', '技術難度', '品質', '同時']","[2, 7, 11, 14]","['大', '高', '難', '兼顧']","[4, 9, 13, 15]"
"['完成', '再', '做', '']","[2, 5, 7, 9]","['進行', '檢測']","[6, 10]"
['工業級鑽石模具'],[4],"['使用', '進行', '加工']","[1, 5, 6]"
['內徑'],[2],"['鋸', '進行', '裁切']","[3, 4, 5]"
"['內徑', '其鋸片', '環狀', '葉片']","[0, 3, 5, 7]","['鋸', '為', '薄']","[1, 4, 6]"
"['製程中', '應力', '', '光阻層與磊晶層的厚度與平坦度']","[6, 9, 12, 20]","['防止', '產生', '熱', '集中', '採用', '鋪設']","[3, 7, 8, 10, 11, 13]"
"['電腦數值', '機台', '切片晶圓的邊緣形狀與外徑尺寸']","[1, 3, 13]","['化', '自動', '修整']","[2, 4, 5]"
"['晶圓表面', '處理的平坦度', '前述加工製程後']","[2, 9, 15]","['使', '達到', '進行', '拋光']","[0, 3, 5, 6]"
"['表面', '一層損傷層']","[0, 7]","['加工', '形成']","[2, 4]"
"['製程', '邊緣', '', '目', '微粒', '晶圓的可能性']","[3, 5, 7, 9, 12, 18]","['利', '拋光', '在於', '降低', '附']","[1, 6, 10, 11, 13]"
"['晶圓', '機械強度']","[2, 8]","['使', '具備', '佳']","[1, 3, 5]"
"['晶圓', '研磨機中']","[1, 4]",['放置'],[2]
"['整片晶圓', '磷原子']","[3, 7]","['進行', '植入']","[4, 8]"
"['製程', '此']","[0, 3]",['進行'],[1]
"['我們', '積體電路', '', '', '']","[0, 5, 8, 10, 12]","['構成', '需']","[3, 7]"
"['金屬', '製程']","[2, 4]","['進行', '化']","[1, 3]"
"['每一道步驟', '後', '一些電性、物理特性量測']","[5, 8, 17]","['加工', '完', '進行']","[6, 7, 11]"
"['最後', '產品', '電性測試區作電性量測']","[0, 5, 12]","['加工', '完成', '送到']","[2, 3, 8]"
['所有光罩材料'],[2],"['為', '透光']","[4, 6]"
"['能量、波', '光源', '電路圖案', '晶圓上']","[4, 7, 10, 14]","['高', '長短', '投射']","[1, 5, 11]"
"['此耗電量', '傳統氬氟雷射的10倍']","[1, 8]","['為', '不只']","[2, 9]"
"['', '客戶', '量產', '要求']","[4, 8, 12, 15]","['為', '大', '提出', '低']","[2, 7, 10, 14]"
['整個生產機房環境'],[5],"['為', '真空']","[7, 8]"
"['法人', '18年', '技術', '關鍵時機']","[0, 3, 8, 13]","['表示', '進入', '量產']","[1, 9, 10]"
"['第二代7奈米製程', '5奈米製程', '技術', '生產']","[5, 9, 13, 15]","['採用', '進行']","[11, 14]"
"['5奈米製程', '19年第一季', '風險', '20年', '量產', '18年', '技術的7奈米晶圓代工服務', '10奈米製程後', '技術']","[2, 7, 9, 13, 16, 21, 32, 39, 45]","['進行', '試產', '正式', '進入', '推出', '採用', '使用']","[8, 10, 14, 15, 23, 24, 43]"
"['良品', '成本']","[3, 6]","['避免', '不', '增加', '製造']","[1, 2, 4, 5]"
"['製程', '測試配件']","[1, 7]","['針測', '換上', '不同']","[0, 3, 4]"
"['晶圓針', '產品', '測', '測試', '中每一顆晶粒的電氣']","[1, 5, 11, 15, 23]","['測', '作', '分', '類', '主要']","[2, 4, 6, 7, 12]"
"['其', '良品']","[1, 5]","['檢查', '為', '不']","[0, 3, 4]"
"['若', '良品']","[0, 3]","['為', '不']","[1, 2]"
"['良率', '晶圓', '過程']","[2, 6, 9]","['高低', '來', '判斷', '製造', '有誤']","[3, 4, 5, 7, 12]"
"['良品率', '晶圓', '過程一切']","[1, 4, 7]","['高', '表示', '製造', '正常']","[2, 3, 5, 8]"
"['晶圓', '過程中']","[3, 7]","['表示', '製造']","[1, 4]"
"['備份電路的產品', '其', '晶圓針', '時', '測試結果資料', '雷射修補機中']","[4, 7, 9, 11, 17, 22]","['擁有', '測', '產生', '送往']","[0, 10, 13, 19]"
"['晶圓', '電晶體']","[0, 7]","['放置', '多']","[3, 5]"
"['晶片', '功能']","[0, 8]","['擁有', '多', '複雜']","[2, 4, 6]"
"['晶片結構及功能', '', '不良品']","[5, 7, 9]","['進行', '確認', '挑出']","[0, 6, 10]"
"['最後', '客戶需求之規格', 'Bin中', '部分', '測試', '燒機']","[0, 5, 12, 14, 18, 20]","['應', '取出', '進行', '特殊']","[1, 13, 16, 17]"
"['測試', '後', '成品']","[0, 2, 5]",['完成'],[1]
"['晶圓製造及半  導體製造業', '拉晶、晶柱', '切割、研磨、', '蝕刻、', '晶圓', '程序']","[7, 13, 19, 23, 26, 28]","['係', '屬', '從事', '生長', '拋光', '製備']","[0, 1, 10, 14, 20, 27]"
"['微影、蝕刻、', '氣象', '磊晶、', '', '半導體', '封裝之事業']","[7, 10, 14, 16, 19, 24]","['氧化', '摻配', '沉積', '濺鍍']","[2, 8, 11, 17]"
"['動態', '靜態', '微', '等']","[1, 4, 7, 10]","['包括', '…']","[0, 9]"
"['製程', '二百', '三百個步驟']","[2, 4, 8]",['多達'],[3]
"['半導體製造方法', '密度', '方向', '；', '']","[2, 8, 13, 15, 20]","['高', '自動', '', '而', '趨勢']","[6, 9, 12, 16, 22]"
"['半導體', '主要', '（', '）', '', '電路晶圓製造', '電路構1', '輔導', '大類']","[0, 2, 5, 7, 9, 14, 17, 20, 26]","['材料', '']","[4, 9]"
"['其', '廢水、廢氣及毒性物質', '強度']","[0, 8, 11]","['產生', '污染', '大']","[1, 10, 12]"
"['半導體產業結構', '材料加工', '圖1 所示', '', '', '電路製造(', ' 所示)', ')', '晶圓', '構裝(', '3', '示)(waferpackage', '大']","[2, 6, 13, 15, 17, 21, 27, 30, 35, 39, 41, 47, 51]","['區分為', '製造', ')', '如', '(', '等']","[4, 7, 14, 22, 28, 49]"
"['晶圓', '圖', ')', '係', '']","[1, 5, 8, 10, 14]","['切割', '將', '完成', '']","[2, 11, 13, 14]"
"['切', '技術', '晶粒(dice']","[0, 4, 12]",['割'],[1]
"['氧 ', '反應', '煉', '純化', '法', '1切削', '矽晶錠', '2', '清洗晶圓', ' 圖', '-', '晶圓', '成品', '氧化', '初步', ')', '（', '區', '', '清洗', '擴散爐', '擴散', '植入', '光罩（', '', '光阻、蝕刻', '氧化爐（', '氧化）', '光罩（接點區', '蝕刻、清洗', '濺鍍機（', '覆蓋', '', '', '', '註', '虛線', '晶圓', '多次', '環保', '輔導計畫', '2', '電路製程', '切割晶片粘', '著1', '封膠', '去筋', '2', '浸錫 ', '電子', '半導體產業', '-下游 IC', '4', '技術', '計畫', '切割', '', '來源半導體工業', '產品不斷', '製程亦', '更改']","[0, 2, 6, 8, 13, 22, 24, 28, 32, 34, 43, 45, 49, 51, 54, 56, 60, 62, 64, 67, 70, 73, 75, 81, 83, 88, 93, 96, 101, 106, 111, 114, 122, 124, 126, 131, 134, 137, 142, 146, 149, 151, 163, 169, 174, 176, 178, 181, 184, 191, 196, 204, 208, 210, 212, 218, 224, 227, 230, 234, 236]","['矽多', '1', '晶圓', '晶圓', '(', '', '離子', '閘區', '清洗', 'CVD', '', '晶圓', '：', '產業', 'II', '4', '物種', '研發', '而']","[9, 16, 27, 47, 53, 64, 74, 82, 89, 115, 124, 129, 132, 153, 157, 214, 222, 231, 232]"
"['半導體', '時', '酸  鹼溶液、有機溶劑、特殊氣體材', '種類及數量', '中']","[0, 2, 13, 19, 23]","['製造', '使用', '料', '增加']","[1, 4, 14, 22]"
"['廢水', '超', '清洗晶片', '', '等', '所', '']","[0, 3, 7, 10, 12, 14, 16]","['為', '純水', '光阻', '']","[2, 4, 9, 16]"
"['圖', '所示']","[1, 4]",[],[]
"['各股廢水來源及其', '化學物質', '輔導', '洗氯 化爐', '層', '爐第二', '光罩氧 ', '光罩', '晶 圓 成', '(初步氧化', '光阻、蝕 刻', '(', '', ' 入)(閘區及接點區 光阻、蝕刻、清洗(接線光阻、蝕刻、清洗)', '金屬', 'CVD)', '光阻', '刻', '閘區氧化', '酸鹼液', '光阻', '', '廢水、蝕刻廢水光阻液、蝕刻', '', '蝕刻', '', '', '廢水', '', '廢水', '廢水', '', '：連續性', '廢液', '：', '製程中', '發生源', '環保技術', '(', ')晶片', '4', '2', 'NH4OH、']","[5, 10, 17, 25, 27, 32, 35, 40, 49, 53, 61, 64, 66, 89, 91, 95, 99, 102, 106, 110, 112, 114, 122, 127, 131, 134, 140, 143, 147, 153, 156, 160, 164, 170, 173, 179, 182, 185, 188, 191, 197, 200, 204]","['包含', '化', '濺 ', '擴散', '覆蓋', '清洗', '清洗', '去', '光阻', '光阻液', '', '廢液', '', '', '廢水', '排放', '製造廠', '污染物', 'H2SO']","[7, 36, 41, 65, 92, 103, 108, 111, 125, 133, 134, 136, 143, 156, 158, 169, 177, 181, 195]"
"['主要', '切割、電鍍、浸錫、清洗', '廢水']","[5, 14, 16]","['污染源', '為', '']","[6, 7, 11]"
"['7', ' 晶 圓成 品晶', '粘著', '續', '膠印', '  去', '線 電 ', '洗   成 品', '試', '廢水', '說明', '電 子 產 品', '廢水', '廢水圖 6', '構裝製程', '源由於積電路製造業之製程須依據', '設計需求', '決定']","[0, 8, 15, 17, 22, 24, 30, 37, 39, 46, 48, 55, 57, 61, 65, 78, 81, 83]","['打', '瀝 ', '錫 ', '清 ', '測 ', ' 切', '廢水', '清洗', 'IC', '中', '產品', '而']","[26, 32, 33, 34, 38, 40, 42, 58, 62, 66, 79, 82]"
"['重金屬及氰化物 種類', '甚']","[7, 9]","['產生', '相差']","[0, 8]"
"['製程', '廢水種', '', '污染之化學物質', '繁雜']","[1, 4, 6, 11, 14]","['排出', '類', '造成']","[2, 5, 7]"
"['廢水絕大多數', '純水清洗晶片', '光阻及蝕刻', '程序', '']","[2, 8, 12, 14, 17]","['為', '超', '去', '廢水']","[3, 4, 9, 18]"
"[')', '主要', '為', '程序產生', '', '洗']","[2, 6, 8, 12, 14, 16]","['電鍍', '', ' 水']","[9, 12, 17]"
"['鍍錫鉛', '鎳', '銀']","[2, 5, 7]","['包括', '鍍', '鍍']","[0, 3, 6]"
"['底材', '鍍液']","[1, 4]","['包括', '溶出', '帶出']","[0, 2, 5]"
"['晶圓及積體電路', '過程中', '每個步驟', '', '有機', '毒性']","[3, 6, 10, 15, 19, 22]","['製造', '使用']","[4, 13]"
"['各種物質', '反應後', '種', '']","[3, 6, 9, 14]","['經過', '成', '類', '為', '', '產物']","[4, 8, 10, 12, 14, 15]"
[],[],"['為', '連續', '排放']","[2, 3, 4]"
"['圖', '中', '晶圓及積體', '製 程', '可能之污染源', '排放之污染物']","[0, 2, 6, 9, 14, 18]","['中', '']","[10, 14]"
"['積體', '製程空氣污染區分為下列', '處：(', '', '蒸', '沉積製程', '所', '可', '', '以', '後', '生成之氣體']","[4, 10, 14, 19, 21, 24, 26, 31, 33, 36, 38, 42]","['三', '使用', '毒性', '', '氣體']","[11, 27, 29, 33, 34]"
"['2', '', '製程', '所產生']","[1, 4, 6, 10]",['氣體'],[12]
"['製程', '所產生']","[4, 8]",['溶劑'],[10]
"['圖', '中', 'IC', '可能產生之空氣污染源', '污染物']","[0, 2, 4, 14, 18]","['晶片', '其']","[5, 15]"
"['10', '晶圓初成品氯 化', '爐第二', '氧 ', '電 鍍機', '氧化)(', '光阻', '', '(擴散', ' 入)', '閘區', '光阻、蝕刻、清洗(', '', '', '(', '覆蓋', '(接點區', '', ' 刻', '(', '毒性', '酸鹼', '酸鹼廢氣', '：', '排放', '：', '排放', '廢氣：', '爐', '', '清洗', '廢氣VOCs', 'VOCs', ' 毒性氣體', '  圖7', '積體電路', '污染物生源', ' 圓', ' 品', '割', ' 片', '印 碼 去', '打', '導', '連續性排放', '揮發性有機物質', '：包', '電 子產', '', '8  IC', '污染物發生源', '積體電路', '其製程使用不同', '物質']","[0, 8, 16, 19, 27, 39, 43, 45, 50, 54, 57, 64, 67, 69, 72, 75, 79, 81, 84, 86, 90, 92, 95, 97, 99, 101, 103, 112, 114, 118, 123, 133, 136, 141, 147, 151, 156, 163, 165, 169, 171, 182, 184, 186, 202, 207, 211, 215, 219, 223, 230, 237, 244, 246]","['化', '光罩', ' 圓', '', '光阻', '氧化', '氣體', '：', '氧化', '廢氣', '廢氣', '成', '晶', '筋 ', '鍍', '洗 ', '試']","[20, 30, 32, 43, 66, 88, 91, 106, 116, 135, 138, 164, 170, 183, 189, 193, 197]"
"['空氣污', '物種類', '亦']","[3, 7, 9]","['產生', '相同']","[1, 11]"
"['表', '1', '製造業廢氣污染特性廢氣', '污染物', '酸氣：', 'HCl、', 'H2SO4、', 'H3PO4、', 'NH', 'NaOH', '', '', '反應', '爐', '散爐', '', '', '有機', '廢', '二氯', 'CH2Cl', '', 'CHCl3', '丁酮、', '', '丙酮、', '', '4-', '2', 'CH', '2CHCH2COCH', '', '', '乙烷、異', '', '', '', '乙烯、乙基苯', '氨', 'Trans-Dichoroethene', '', '液 清除、蝕刻液', '晶圓', '毒性', '  AsH3', '3、SiH4', '6', '', 'SiF4、 CC14、', 'BF3、', 'B2O', '', ' Bl3、', 'Cl2、', '', '光罩、', '', '', '', '燃燒', '', 'PH', '', 'H2、', '', '', '散 ', '', '產生之酸鹼', '', '錫煙氣及', '', '']","[0, 2, 8, 11, 17, 21, 26, 30, 35, 38, 40, 42, 45, 50, 52, 54, 56, 58, 60, 62, 65, 68, 72, 76, 78, 82, 84, 88, 91, 94, 97, 100, 102, 106, 108, 110, 112, 117, 121, 125, 128, 134, 137, 139, 142, 148, 151, 153, 161, 166, 169, 171, 176, 181, 183, 188, 190, 192, 194, 198, 202, 206, 208, 213, 217, 219, 221, 228, 234, 237, 242, 246, 248]","['成份', '污染源', '', '', 'HBr', '', '5', '計有', '', '', '清洗', '酸氣']","[12, 13, 68, 82, 162, 166, 170, 230, 237, 242, 243, 247]"
"['採用', '為', '硫']","[1, 4, 7]","['酸液', '']","[2, 6]"
"['廠內', '製程', '中', '技術', '減量及有價']","[5, 8, 10, 14, 21]","['積極', '管理', '減廢', '做', '物質']","[2, 6, 9, 11, 22]"
"['', '廢棄物的', '關卡']","[0, 4, 6]","['產生', '進出']","[1, 5]"
"['種類', '濃度廢液', '濃度廢  水']","[4, 8, 12]","['污染', '高', '低', '收集']","[2, 5, 9, 14]"
"['2', '製程', '製程減廢', '主要', '：', '合理', 'A', '採用自動控制清洗']","[0, 2, 10, 12, 14, 18, 21, 26]","['減', '廢', '為', '1']","[3, 4, 13, 16]"
"['用水量(B', '或其他', '控制設施(', '或', '濃硫酸', '：廢棄', '回收']","[5, 11, 15, 21, 27, 30, 34]","['減少', '指示器', '2', '使用', 'A', '回收', '外']","[1, 9, 16, 23, 25, 28, 35]"
"['後', '濃硫酸']","[2, 4]","['使用', '廢棄']","[0, 3]"
"['廢酸、鹼液', '純水', '離子交換樹脂', '廢酸、鹼', '收集']","[5, 9, 14, 18, 21]","['回收', '超', '製造', '再生']","[6, 8, 10, 15]"
"['處理水', '輔導', '蝕刻清洗去離子水', '', '係數', 'm-ohm.cm', '℃)']","[3, 10, 18, 20, 24, 27, 31]","['回收', '利用', '為', '18', '(']","[4, 6, 25, 26, 28]"
"['晶片後', '清洗水及電鍍前處理純水水洗水', '25', '潔淨']","[3, 12, 18, 22]","['清洗', '流出', 'm-ohm.cm']","[1, 4, 16]"
"['規劃設計上', '表', '技術', ' 面溢流率、良好之污泥收集刮除', '', '']","[3, 8, 11, 23, 25, 28]","['有', '足夠', '可', '堰板']","[5, 6, 26, 30]"
